path,,Model Root/Driver/Plant/UserInterface/DISP_Plant/Angle_SteeringWheel[deg],Model Root/Driver/Plant/UserInterface/DISP_Plant/Pos_AccPedal[%],Model Root/Driver/Plant/UserInterface/DISP_Plant/Pos_BrakePedal[%],Model Root/Driver/Plant/UserInterface/DISP_Plant/Pos_ClutchPedal[%],Model Root/Driver/Plant/UserInterface/DISP_Plant/v_Vehicle[km|h],Model Root/Engine/Control/Interface_External_In/States/n_Engine[rpm]_,Model Root/Environment/Maneuver/UserInterface/PAR_Plant/ManualControl/Angle_SteeringWheel[deg],Model Root/Environment/Maneuver/UserInterface/PAR_Plant/ManualControl/Pos_AccPedal[%],Model Root/Environment/Maneuver/UserInterface/PAR_Plant/ManualControl/Pos_BrakePedal[%],Model Root/Environment/Maneuver/UserInterface/PAR_Plant/ManualControl/Pos_ClutchPedal[%],Model Root/VehicleDynamics/Plant/UserInterface/DISP_Plant/Accelerations/a_y_Vehicle_CoG[m|s2],Model Root/VehicleDynamics/Plant/UserInterface/DISP_Plant/Brake/p_FL_Brake[bar],Model Root/VehicleDynamics/Plant/UserInterface/DISP_Plant/Brake/p_FR_Brake[bar],Model Root/VehicleDynamics/Plant/UserInterface/DISP_Plant/Brake/p_RL_Brake[bar],Model Root/VehicleDynamics/Plant/UserInterface/DISP_Plant/Brake/p_RR_Brake[bar],Model Root/VehicleDynamics/Plant/UserInterface/DISP_Plant/Positions/s_Vehicle[m],Model Root/VehicleDynamics/Plant/UserInterface/DISP_Plant/Tire/v_Circumf_Dyn_FL_Wheel[km|h],Model Root/VehicleDynamics/Plant/UserInterface/DISP_Plant/Tire/v_Circumf_Dyn_FR_Wheel[km|h],Model Root/VehicleDynamics/Plant/UserInterface/DISP_Plant/Tire/v_Circumf_Dyn_RL_Wheel[km|h],Model Root/VehicleDynamics/Plant/UserInterface/DISP_Plant/Tire/v_Circumf_Dyn_RR_Wheel[km|h],Model Root/VehicleDynamics/Plant/UserInterface/DISP_Plant/Velocities/v_x_Vehicle_CoG[km|h],Model Root/VehicleDynamics/Plant/UserInterface/DISP_Plant/Velocities/YawRate_Vehicle_CoG[deg|s]
flags,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
min,,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity
max,,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
minWeak,,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity
maxWeak,,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
,0.10000309935569764,-3.4141400858080834e-11,13.621607264719723,0,0,37.383506216392853,3400.1784660411136,0,0,0,100,5.2526889636361347e-14,1.2630430035187601e-10,1.2630430035187601e-10,1.2630430035187601e-10,1.2630430035187601e-10,13.551820542805061,37.594288675109148,37.594288675107798,37.751721380725286,37.751721380723737,37.383506216392853,-1.4361519619640962e-11
,0.10984913500938416,-2.7908497356844484e-11,13.492068118731023,0,0,37.435927654026486,3397.4847796326017,0,0,0,100,1.5426325479471329e-13,1.2012901784430596e-10,1.2012901784430596e-10,1.2012901784430596e-10,1.2012901784430596e-10,13.655729651106981,37.639836765010131,37.639836765008909,37.796248575160163,37.796248575158728,37.435927654026486,-1.3131111539680626e-11
,0.12000218750000001,-2.1977478465732889e-11,13.399798176345314,0,0,37.486330069941665,3395.6107183264694,0,0,0,100,2.5045676962985529e-13,1.1425571599943396e-10,1.1425571599943396e-10,1.1425571599943396e-10,1.1425571599943396e-10,13.759781762039342,37.684546062619944,37.684546062618821,37.839946349778337,37.839946349776994,37.486330069941665,-1.1950343834868512e-11
,0.12984967667922975,-1.6334827075885502e-11,13.342141857204361,0,0,37.535045074002504,3394.5219506491735,0,0,0,100,3.4399258629679866e-13,1.0866973987333495e-10,1.0866973987333495e-10,1.0866973987333495e-10,1.0866973987333495e-10,13.863971706950892,37.728274773006788,37.728274773005772,37.882182937065984,37.882182937064755,37.535045074002504,-1.082164291711941e-11
,0.1400029501739502,-1.0967225701117802e-11,13.316998819913337,0,0,37.582310983530341,3394.2102299359431,0,0,0,100,4.3394673739289134e-13,1.0335687861129372e-10,1.0335687861129372e-10,1.0335687861129372e-10,1.0335687861129372e-10,13.968295112006766,37.771893872665245,37.771893872664329,37.923777136324482,37.923777136323373,37.582310983530341,-9.7420093373312524e-12
,0.14984984434242249,-5.8618321530634512e-12,13.322450452921307,0,0,37.62833124639819,3394.6014413422658,0,0,0,100,5.1870257116244991e-13,9.8303809537014786e-11,9.8303809537014786e-11,9.8303809537014786e-11,9.8303809537014786e-11,14.072748207751765,37.816045433927464,37.816045433926668,37.965614647195792,37.965614647194798,37.62833124639819,-8.7076177785784515e-12
,0.16000281183166504,-1.0062449494960762e-12,13.356532241240135,0,0,37.673308673319305,3395.6460326254046,0,0,0,100,6.000308001565434e-13,9.3497209974202633e-11,9.3497209974202633e-11,9.3497209974202633e-11,9.3497209974202633e-11,14.177327788219657,37.860476470904473,37.86047647090377,38.0076087361915,38.007608736190583,37.673308673319305,-7.7161186777769565e-12
,0.16985079401931763,3.6115396078558207e-12,13.417334879478364,0,0,37.717431475909095,3397.2549807946111,0,0,0,100,6.7862732242891745e-13,8.8926199737215939e-11,8.8926199737215939e-11,8.8926199737215939e-11,8.8926199737215939e-11,14.282031197623084,37.904948624596273,37.904948624595661,38.049538515678904,38.049538515678087,37.717431475909095,-6.7673708211266215e-12
,0.18000305599632263,8.003140591582796e-12,13.503091690366835,0,0,37.760862116177336,3399.3345879289941,0,0,0,100,7.5464307734358409e-13,8.4578788417388751e-11,8.4578788417388751e-11,8.4578788417388751e-11,8.4578788417388751e-11,14.386856270419335,37.949620691640234,37.949620691639709,38.091528879894135,38.091528879893424,37.760862116177336,-5.8590144511150672e-12
,0.18985072367858888,1.2179715529996326e-11,13.612139731006311,0,0,37.803744428967597,3401.8286875728572,0,0,0,100,8.2619859944984558e-13,8.0443429695264967e-11,8.0443429695264967e-11,8.0443429695264967e-11,8.0443429695264967e-11,14.491801267273448,37.994519613344075,37.994519613343627,38.133623797122347,38.133623797121729,37.803744428967597,-4.9892911481519395e-12
,0.20000400567321777,1.6151962213596364e-11,13.742916156057349,0,0,37.84620524259627,3404.6952099118221,0,0,0,100,8.9573761885723744e-13,7.6510797697437738e-11,7.6510797697437738e-11,7.6510797697437738e-11,7.6510797697437738e-11,14.596864828004804,38.039505437459788,38.039505437459404,38.175769092085787,38.175769092085247,37.84620524259627,-4.1574117491134946e-12
,0.20985119734725952,1.9930182719068954e-11,13.893982646907226,0,0,37.888351957839653,3407.9106019842816,0,0,0,100,9.6204701971552982e-13,7.2770234282870661e-11,7.2770234282870661e-11,7.2770234282870661e-11,7.2770234282870661e-11,14.70204592014019,38.084620729673901,38.08462072967361,38.218085377917333,38.218085377916886,37.888351957839653,-3.3634670874410007e-12
,0.22000277081222536,2.3524219300936348e-11,14.063989192870791,0,0,37.930278775877966,3411.4647502360367,0,0,0,100,1.0264526589504556e-12,6.9212857667366734e-11,6.9212857667366734e-11,6.9212857667366734e-11,6.9212857667366734e-11,14.807343790837349,38.130023072503469,38.130023072503249,38.260753408638323,38.260753408637946,37.930278775877966,-2.6040836102878068e-12
,0.22985153501319885,2.6943355885416571e-11,14.248237281433996,0,0,37.972074564859632,3415.3513058574244,0,0,0,100,1.0874166212965338e-12,6.5828897888309257e-11,6.5828897888309257e-11,6.5828897888309257e-11,6.5828897888309257e-11,14.912757941156368,38.175771839020506,38.175771839020356,38.303858412413661,38.303858412413362,37.972074564859632,-1.8776221635764405e-12
,0.24000300647659303,3.0196438768559953e-11,14.423390117130399,0,0,38.013824637464261,3419.5853088643435,0,0,0,100,1.1465034093001588e-12,6.2610583384525853e-11,6.2610583384525853e-11,6.2610583384525853e-11,6.2610583384525853e-11,15.018288114615856,38.221883931845454,38.221883931845362,38.347490585038081,38.347490585037846,38.013824637464261,-1.1839081817680692e-12
,0.24985192368049622,3.3291921933697157e-11,14.610599152440583,0,0,38.055611524761076,3424.2130407068444,0,0,0,100,1.2034174204022184e-12,5.9549476461029371e-11,5.9549476461029371e-11,5.9549476461029371e-11,5.9549476461029371e-11,15.123934287643689,38.268480657548878,38.268480657548835,38.39184734856638,38.391847348566223,38.055611524761076,-5.2356074436599355e-13
,0.26000466166572567,3.6237903514834506e-11,14.800179140157162,0,0,38.097519848346458,3429.2113355326742,0,0,0,100,1.2565498440247248e-12,5.6638027601252361e-11,5.6638027601252361e-11,5.6638027601252361e-11,5.6638027601252361e-11,15.229696667110371,38.315724244777826,38.315724244777869,38.437136113323248,38.43713611332317,38.097519848346458,1.0419834094699721e-13
,0.26985238884887691,3.9041957320720587e-11,14.990234324867284,0,0,38.139649996171102,3434.5445332066406,0,0,0,100,1.3078404790570839e-12,5.386913137783722e-11,5.386913137783722e-11,5.386913137783722e-11,5.386913137783722e-11,15.3355757101344,38.363639329330681,38.36363932933078,38.483437871723609,38.483437871723588,38.139649996171102,7.0469016032191025e-13
,0.28000441282157895,4.1711022770882066e-11,15.180112798122657,0,0,38.18209575119225,3440.1583687351176,0,0,0,100,1.3559249211250114e-12,5.1235460318821424e-11,5.1235460318821424e-11,5.1235460318821424e-11,5.1235460318821424e-11,15.441572158815674,38.412213449842362,38.412213449842518,38.530614488050929,38.530614488050958,38.18209575119225,1.274839819369945e-12
,0.28985296451911924,4.4251648613298438e-11,15.369333843332747,0,0,38.224925849541407,3445.9807444443745,0,0,0,100,1.4019160589476663e-12,4.8730575130662146e-11,4.8730575130662146e-11,4.8730575130662146e-11,4.8730575130662146e-11,15.547686978478849,38.46142351632728,38.461423516327464,38.578490615829686,38.578490615829772,38.224925849541407,1.8166839997987342e-12
,0.30000635701599121,4.6670203200308163e-11,15.557491824029817,0,0,38.26819791707328,3451.9556632629437,0,0,0,100,1.444534307857635e-12,4.6348258564421485e-11,4.6348258564421485e-11,4.6348258564421485e-11,4.6348258564421485e-11,15.653921310787757,38.511114466642063,38.511114466642304,38.627322549532458,38.6273225495326,38.26819791707328,2.330657375453403e-12
,0.30985409269943237,4.8973116887398814e-11,15.74422667843846,0,0,38.311962768388412,3458.0193257696346,0,0,0,100,1.4845933429920529e-12,4.4082071326556616e-11,4.4082071326556616e-11,4.4082071326556616e-11,4.4082071326556616e-11,15.760276448257292,38.561182282591936,38.561182282592213,38.677158818003079,38.677158818003264,38.311962768388412,2.8171557952077143e-12
,0.32000505415344238,5.1167189705438524e-11,15.929215407180866,0,0,38.356265591567265,3464.1928427449889,0,0,0,100,1.5220695170238337e-12,4.1926684346549337e-11,4.1926684346549337e-11,4.1926684346549337e-11,4.1926684346549337e-11,15.866753817826766,38.611773973302085,38.611773973302419,38.727579022966211,38.727579022966459,38.356265591567265,3.2806699732520793e-12
,0.32985423486213683,5.3258950908916294e-11,16.112221371765244,0,0,38.401138946135454,3470.5061014982693,0,0,0,100,1.5578729118351396e-12,3.9876990598486373e-11,3.9876990598486373e-11,3.9876990598486373e-11,3.9876990598486373e-11,15.973354958479232,38.662862795246475,38.662862795246838,38.778346043918155,38.778346043918432,38.401138946135454,3.724728598997111e-12
,0.34000528131790159,5.5254020823518914e-11,16.293097904411763,0,0,38.446602242665961,3476.930864000637,0,0,0,100,1.5913676922355825e-12,3.7927438967244598e-11,3.7927438967244598e-11,3.7927438967244598e-11,3.7927438967244598e-11,16.080081480729369,38.714645000964268,38.714645000964666,38.829759474822083,38.829759474822389,38.446602242665961,4.1470025447752727e-12
,0.34985406251945494,5.7157282125623649e-11,16.471686521588232,0,0,38.492676435362029,3483.4855730002532,0,0,0,100,1.6244358220016843e-12,3.6073144471515661e-11,3.6073144471515661e-11,3.6073144471515661e-11,3.6073144471515661e-11,16.186935047918642,38.767164927427487,38.767164927427928,38.881978374920472,38.881978374920834,38.492676435362029,4.5461429887121112e-12
,0.36000729351310728,5.8972924294210888e-11,16.647797731583516,0,0,38.539386804323811,3490.16666081926,0,0,0,100,1.6559954678024891e-12,3.4310110308410913e-11,3.4310110308410913e-11,3.4310110308410913e-11,3.4310110308410913e-11,16.293917388533579,38.820242583344843,38.820242583345319,38.93492270972741,38.934922709727807,38.539386804323811,4.925637144413582e-12
,0.36985394967803953,6.0704602363428344e-11,16.821263777613435,0,0,38.586755376514162,3496.9170356729583,0,0,0,100,1.6856929096819109e-12,3.2632563318202301e-11,3.2632563318202301e-11,3.2632563318202301e-11,3.2632563318202301e-11,16.401030298548712,38.873774117855,38.873774117855504,38.988593985315255,38.988593985315688,38.586755376514162,5.2868222536328379e-12
,0.38000634765701291,6.235570156275656e-11,16.991955536889357,0,0,38.634798531726815,3503.6905732785503,0,0,0,100,1.715297133090854e-12,3.1037394876420876e-11,3.1037394876420876e-11,3.1037394876420876e-11,3.1037394876420876e-11,16.508275627957147,38.92776259761154,38.927762597612073,39.043021250080528,39.043021250081004,38.634798531726815,5.6295634756409649e-12
,0.38985498435630794,6.3929427589377306e-11,17.159775399606357,0,0,38.683528064662937,3510.4835430017647,0,0,0,100,1.7435214711923605e-12,2.9520164090968137e-11,2.9520164090968137e-11,2.9520164090968137e-11,2.9520164090968137e-11,16.615655266468028,38.982162073792317,38.982162073792892,39.098099617324046,39.09809961732455,38.683528064662937,5.9559082462370839e-12
,0.40000632831726074,6.5428699008523934e-11,17.324676573434054,0,0,38.732948430150167,3517.2789922745446,0,0,0,100,1.7703215764994932e-12,2.8076874158955434e-11,2.8076874158955434e-11,2.8076874158955434e-11,2.8076874158955434e-11,16.723171128426515,39.036918932358304,39.036918932358901,39.153698106649777,39.15369810665031,38.732948430150167,6.2678914348885281e-12
,0.40985557702674863,6.6856242260927072e-11,17.486676084969044,0,0,38.783054904780165,3524.0578911436387,0,0,0,100,1.7959821154108524e-12,2.670419441130889e-11,2.670419441130889e-11,2.670419441130889e-11,2.670419441130889e-11,16.830825128808058,39.09203584566135,39.092035845661954,39.209790895028007,39.209790895028576,38.783054904780165,6.565075001600185e-12
,0.42000741399650571,6.821465797589313e-11,17.639026564712019,0,0,38.833836118508998,3530.8102874409874,0,0,0,100,1.8217256148758211e-12,2.5398794178954631e-11,2.5398794178954631e-11,2.5398794178954631e-11,2.5398794178954631e-11,16.938619160289917,39.147577879009056,39.147577879009695,39.266445757979938,39.266445757980513,38.833836118508998,6.8467225769176567e-12
,0.42985508167877196,6.9506446876669618e-11,17.769505803920161,0,0,38.88527933564388,3537.5808477904097,0,0,0,100,1.8459180065633598e-12,2.4157120748213856e-11,2.4157120748213856e-11,2.4157120748213856e-11,2.4157120748213856e-11,17.046555080953507,39.203584253421646,39.203584253422328,39.323722973619475,39.323722973620079,38.88527933564388,7.1136879376337546e-12
,0.44000849117546081,7.0733844313921395e-11,17.897300446667632,0,0,38.937373136920556,3544.3814582310688,0,0,0,100,1.8685803551606759e-12,2.297584345001269e-11,2.297584345001269e-11,2.297584345001269e-11,2.297584345001269e-11,17.154634715124931,39.260071766088885,39.260071766089574,39.381648761819363,39.381648761820003,38.937373136920556,7.3704334370627847e-12
